3,2230
3.3,2270
3.3,2380
3.3,2380
3.4,2300
3.46,2280
3.5,1940
3.5,2250
3.5,2270
3.5,2290
3.5,2310
3.5,2350
3.5,2400
3.51,2400
3.55,1900
3.55,2160
3.6,2110
3.6,2160
3.6,2240
3.6,2320
3.6,2330
3.6,2350
3.64,2030
3.66,2230
3.67,1990
3.67,2250
3.67,2390
3.7,1970
3.7,2020
3.7,2050
3.7,2050
3.7,2080
3.7,2090
3.7,2200
3.7,2230
3.7,2240
3.7,2280
3.7,2290
3.7,2310
3.7,2310
3.7,2320
3.7,2320
3.7,2330
3.7,2330
3.7,2340
3.7,2360
3.7,2400
3.7,2400
3.71,2150
3.71,2240
3.71,2350
3.73,2340
3.74,2110
3.74,2220
3.75,1980
3.75,2130
3.75,2230
3.75,2280
3.75,2290
3.75,2330
3.75,2360
3.75,2400
3.76,2120
3.76,2160
3.76,2260
3.78,1990
3.78,2300
3.78,2340
3.79,2320
3.8,1940
3.8,2040
3.8,2090
3.8,2110
3.8,2130
3.8,2160
3.8,2200
3.8,2210
3.8,2220
3.8,2230
3.8,2230
3.8,2230
3.8,2240
3.8,2240
3.8,2250
3.8,2250
3.8,2250
3.8,2270
3.8,2280
3.8,2280
3.8,2300
3.8,2300
3.8,2300
3.8,2310
3.8,2310
3.8,2310
3.8,2310
3.8,2310
3.8,2310
3.8,2320
3.8,2320
3.8,2320
3.8,2320
3.8,2330
3.8,2330
3.8,2340
3.8,2350
3.8,2350
3.8,2380
3.8,2390
3.8,2400
3.8,2400
3.8,2400
3.81,2090
3.82,1910
3.82,2090
3.82,2220
3.83,2030
3.83,2320
3.84,2320
3.84,2400
3.84,2400
3.85,1860
3.85,2050
3.85,2160
3.85,2160
3.85,2210
3.85,2240
3.85,2310
3.85,2320
3.85,2350
3.85,2360
3.86,1960
3.86,2070
3.86,2200
3.86,2270
3.86,2360
3.86,2400
3.87,2210
3.87,2300
3.87,2360
3.87,2390
3.88,2180
3.88,2250
3.88,2290
3.88,2350
3.89,1970
3.89,2080
3.89,2230
3.89,2300
3.89,2300
3.89,2300
3.89,2350
3.89,2350
3.89,2390
3.89,2400
3.9,1740
3.9,1820
3.9,1880
3.9,1890
3.9,1980
3.9,1990
3.9,1990
3.9,2000
3.9,2010
3.9,2050
3.9,2060
3.9,2080
3.9,2080
3.9,2090
3.9,2140
3.9,2160
3.9,2180
3.9,2190
3.9,2190
3.9,2200
3.9,2200
3.9,2210
3.9,2210
3.9,2210
3.9,2220
3.9,2230
3.9,2240
3.9,2240
3.9,2240
3.9,2250
3.9,2250
3.9,2250
3.9,2250
3.9,2260
3.9,2260
3.9,2260
3.9,2270
3.9,2270
3.9,2270
3.9,2270
3.9,2280
3.9,2280
3.9,2290
3.9,2290
3.9,2290
3.9,2300
3.9,2300
3.9,2300
3.9,2300
3.9,2310
3.9,2320
3.9,2320
3.9,2320
3.9,2320
3.9,2330
3.9,2330
3.9,2340
3.9,2340
3.9,2340
3.9,2350
3.9,2350
3.9,2360
3.9,2360
3.9,2360
3.9,2360
3.9,2370
3.9,2370
3.9,2370
3.9,2380
3.9,2380
3.9,2390
3.9,2400
3.9,2400
3.9,2400
3.9,2400
3.91,2100
3.91,2210
3.91,2220
3.91,2260
3.91,2340
3.92,1800
3.92,2150
3.92,2190
3.92,2200
3.92,2210
3.92,2260
3.92,2270
3.92,2270
3.92,2280
3.92,2330
3.92,2400
3.93,1920
3.93,2160
3.93,2260
3.93,2260
3.93,2270
3.93,2310
3.93,2380
3.93,2390
3.93,2390
3.94,1870
3.94,2000
3.94,2240
3.94,2260
3.94,2270
3.94,2350
3.94,2360
3.94,2400
3.94,2400
3.95,2060
3.95,2070
3.95,2110
3.95,2120
3.95,2150
3.95,2160
3.95,2160
3.95,2180
3.95,2250
3.95,2300
3.95,2310
3.95,2340
3.95,2360
3.95,2370
3.95,2380
3.95,2380
3.95,2390
3.96,2070
3.96,2080
3.96,2110
3.96,2130
3.96,2140
3.96,2160
3.96,2240
3.96,2280
3.96,2300
3.96,2320
3.96,2350
3.96,2370
3.96,2370
3.97,1760
3.97,1980
3.97,1980
3.97,1990
3.97,2010
3.97,2030
3.97,2130
3.97,2210
3.97,2220
3.97,2250
3.97,2270
3.97,2290
3.97,2330
3.97,2330
3.97,2340
3.97,2360
3.97,2360
3.97,2370
3.97,2380
3.98,1690
3.98,1930
3.98,1950
3.98,2010
3.98,2020
3.98,2020
3.98,2050
3.98,2110
3.98,2150
3.98,2150
3.98,2160
3.98,2180
3.98,2180
3.98,2190
3.98,2190
3.98,2190
3.98,2200
3.98,2220
3.98,2230
3.98,2260
3.98,2260
3.98,2260
3.98,2280
3.98,2280
3.98,2290
3.98,2310
3.98,2330
3.98,2350
3.98,2350
3.98,2350
3.98,2350
3.98,2360
3.98,2360
3.98,2370
3.98,2370
3.98,2370
3.98,2400
3.98,2400
3.98,2400
3.99,1700
3.99,2090
3.99,2170
3.99,2210
3.99,2220
3.99,2230
3.99,2240
3.99,2260
3.99,2260
3.99,2270
3.99,2300
3.99,2300
3.99,2320
3.99,2320
3.99,2330
3.99,2340
3.99,2340
3.99,2380
3.99,2400
3.99,2400
4,1660
4,1680
4,1740
4,1750
4,1760
4,1810
4,1810
4,1870
4,1870
4,1870
4,1880
4,1880
4,1920
4,1920
4,1930
4,1930
4,1940
4,1970
4,1970
4,1980
4,1980
4,1980
4,1990
4,2000
4,2000
4,2000
4,2000
4,2010
4,2010
4,2010
4,2020
4,2020
4,2020
4,2030
4,2030
4,2040
4,2040
4,2040
4,2040
4,2040
4,2050
4,2050
4,2050
4,2050
4,2050
4,2060
4,2060
4,2060
4,2070
4,2070
4,2070
4,2070
4,2080
4,2080
4,2090
4,2090
4,2090
4,2100
4,2100
4,2100
4,2100
4,2100
4,2110
4,2110
4,2110
4,2110
4,2110
4,2120
4,2120
4,2120
4,2120
4,2130
4,2130
4,2130
4,2130
4,2140
4,2140
4,2140
4,2150
4,2150
4,2150
4,2150
4,2150
4,2150
4,2150
4,2150
4,2150
4,2150
4,2160
4,2160
4,2160
4,2160
4,2170
4,2170
4,2170
4,2170
4,2170
4,2170
4,2180
4,2180
4,2180
4,2180
4,2180
4,2180
4,2180
4,2180
4,2180
4,2180
4,2180
4,2180
4,2180
4,2180
4,2180
4,2190
4,2190
4,2190
4,2190
4,2190
4,2190
4,2190
4,2190
4,2190
4,2190
4,2190
4,2200
4,2200
4,2200
4,2200
4,2200
4,2200
4,2200
4,2200
4,2200
4,2200
4,2210
4,2210
4,2210
4,2210
4,2210
4,2210
4,2210
4,2210
4,2210
4,2210
4,2210
4,2210
4,2210
4,2220
4,2220
4,2220
4,2220
4,2220
4,2220
4,2220
4,2220
4,2220
4,2220
4,2220
4,2220
4,2230
4,2230
4,2230
4,2230
4,2230
4,2230
4,2230
4,2230
4,2230
4,2240
4,2240
4,2240
4,2240
4,2240
4,2240
4,2250
4,2250
4,2250
4,2250
4,2250
4,2250
4,2250
4,2250
4,2250
4,2250
4,2250
4,2250
4,2250
4,2250
4,2250
4,2250
4,2260
4,2260
4,2260
4,2260
4,2260
4,2260
4,2260
4,2260
4,2260
4,2260
4,2260
4,2260
4,2260
4,2260
4,2260
4,2260
4,2270
4,2270
4,2270
4,2270
4,2270
4,2270
4,2270
4,2270
4,2270
4,2270
4,2270
4,2280
4,2280
4,2280
4,2280
4,2280
4,2280
4,2280
4,2280
4,2280
4,2280
4,2290
4,2290
4,2290
4,2290
4,2290
4,2290
4,2290
4,2290
4,2290
4,2290
4,2290
4,2290
4,2290
4,2290
4,2290
4,2290
4,2300
4,2300
4,2300
4,2300
4,2300
4,2300
4,2300
4,2300
4,2300
4,2300
4,2300
4,2300
4,2300
4,2300
4,2300
4,2300
4,2300
4,2300
4,2300
4,2300
4,2300
4,2300
4,2300
4,2300
4,2300
4,2300
4,2300
4,2300
4,2300
4,2300
4,2300
4,2310
4,2310
4,2310
4,2310
4,2310
4,2310
4,2310
4,2310
4,2310
4,2310
4,2310
4,2310
4,2310
4,2310
4,2310
4,2310
4,2310
4,2310
4,2320
4,2320
4,2320
4,2320
4,2320
4,2320
4,2320
4,2320
4,2320
4,2320
4,2320
4,2320
4,2320
4,2320
4,2320
4,2320
4,2320
4,2320
4,2320
4,2330
4,2330
4,2330
4,2330
4,2330
4,2330
4,2330
4,2330
4,2330
4,2330
4,2330
4,2330
4,2330
4,2330
4,2330
4,2330
4,2330
4,2340
4,2340
4,2340
4,2340
4,2340
4,2340
4,2340
4,2340
4,2340
4,2340
4,2340
4,2340
4,2340
4,2340
4,2340
4,2340
4,2350
4,2350
4,2350
4,2350
4,2350
4,2350
4,2350
4,2350
4,2350
4,2350
4,2350
4,2350
4,2360
4,2360
4,2360
4,2360
4,2360
4,2360
4,2360
4,2360
4,2360
4,2360
4,2360
4,2360
4,2360
4,2360
4,2360
4,2360
4,2360
4,2360
4,2360
4,2360
4,2360
4,2370
4,2370
4,2370
4,2370
4,2370
4,2370
4,2370
4,2370
4,2380
4,2380
4,2380
4,2380
4,2380
4,2380
4,2380
4,2380
4,2380
4,2380
4,2380
4,2390
4,2390
4,2390
4,2390
4,2400
4,2400
4,2400
4,2400
4,2400
4,2400
4,2400
4,2400
4,2400
4,2400
4,2400
4,2400
4,2400
4,2400
4,2400
4,2400
4,2400
4,2400
4,2400
4,2400
4,2400
4,2400
4,2400
4,2400
4,2400
4,2400
4,2400
